system:index,air_temp,elevation,lat,lng,lst,lulc,year,.geo
144,25.411672539906988,78,25.223112392768254,82.89189879426114,29.380622360000018,2,1996,"{""type"":""Point"",""coordinates"":[82.89189879426114,25.223112392768254]}"
145,25.24328663272945,80,25.26085238998117,82.90687578364336,24.926942300000007,3,1996,"{""type"":""Point"",""coordinates"":[82.90687578364336,25.26085238998117]}"
146,25.22233446199607,82,25.26329083172695,82.80685655856549,18.456630440000026,1,1996,"{""type"":""Point"",""coordinates"":[82.80685655856549,25.26329083172695]}"
147,25.24328663272945,80,25.279631974492812,82.91393783078706,19.246193059999996,3,1996,"{""type"":""Point"",""coordinates"":[82.91393783078706,25.279631974492812]}"
148,25.19965547012947,77,25.39867485943169,82.99415812862941,22.604397710000057,1,1996,"{""type"":""Point"",""coordinates"":[82.99415812862941,25.39867485943169]}"
149,25.407715455146615,76,25.22282368505912,83.00659527121648,26.57784595999999,2,1996,"{""type"":""Point"",""coordinates"":[83.00659527121648,25.22282368505912]}"
150,25.407715455146615,83,25.24289742999479,82.97235954241357,26.752164980000032,1,1996,"{""type"":""Point"",""coordinates"":[82.97235954241357,25.24289742999479]}"
151,25.19965547012947,82,25.382986838398356,83.03366117152358,21.298714070000017,3,1996,"{""type"":""Point"",""coordinates"":[83.03366117152358,25.382986838398356]}"
152,25.411672539906988,82,25.232075506618685,82.88395001305109,21.924211730000025,2,1996,"{""type"":""Point"",""coordinates"":[82.88395001305109,25.232075506618685]}"
153,25.24328663272945,79,25.251472917808996,82.9153219719801,27.490457300000003,3,1996,"{""type"":""Point"",""coordinates"":[82.9153219719801,25.251472917808996]}"
154,25.1715757309031,73,25.369809988266713,82.89081501050984,24.660336740000048,2,1996,"{""type"":""Point"",""coordinates"":[82.89081501050984,25.369809988266713]}"
155,25.411672539906988,81,25.24774000163446,82.89581680694864,18.408778159999997,1,1996,"{""type"":""Point"",""coordinates"":[82.89581680694864,25.24774000163446]}"
156,25.22233446199607,83,25.27331404989835,82.77829821395524,19.533306740000057,2,1996,"{""type"":""Point"",""coordinates"":[82.77829821395524,25.27331404989835]}"
157,25.19965547012947,80,25.382236862717104,83.0347047066307,22.826569010000014,1,1996,"{""type"":""Point"",""coordinates"":[83.0347047066307,25.382236862717104]}"
158,25.19965547012947,82,25.35746873515981,82.9845048046267,25.57978412,3,1996,"{""type"":""Point"",""coordinates"":[82.9845048046267,25.35746873515981]}"
159,25.18187356016938,80,25.456165263397608,82.99501043544649,22.021625299999982,1,1996,"{""type"":""Point"",""coordinates"":[82.99501043544649,25.456165263397608]}"
160,25.21100054004961,77,25.396429269720947,83.09924318004914,23.21793230000003,1,1996,"{""type"":""Point"",""coordinates"":[83.09924318004914,25.396429269720947]}"
161,25.24328663272945,80,25.33881589032539,82.92403742578472,25.473825500000032,1,1996,"{""type"":""Point"",""coordinates"":[82.92403742578472,25.33881589032539]}"
